product_id,product_name,brand,category,subcategory,unit_size,price,unit_cost
P01342,Empire Granola 1 lb,Empire,Breakfast & Cereal,Granola,1 lb,3.21,2.03
P01343,Parkside Cat Food 6 pack,Parkside,Pet Food,Cat Food,6 pack,5.98,3.39
P01344,Parkside Hard Candy 12 pack,Parkside,Candy,Hard Candy,12 pack,3.67,2.74
P01345,Village Choice Bagels 1 ct,Village Choice,Bakery,Bagels,1 ct,3.5,2.52
P01346,Empire Pastries 12 pack,Empire,Bakery,Pastries,12 pack,2.61,1.65
P01347,Nolita Fresh Water 12 oz,Nolita Fresh,Beverages,Water,12 oz,2.89,2.27
P01348,Mancino Beef 12 pack,Mancino,Meat and Seafood,Beef,12 pack,7.85,5.58
P01349,Chelsea Star Pasta 1 ct,Chelsea Star,Grains and Pasta,Pasta,1 ct,3.31,1.99
P01350,Gotham Spices 8 oz,Gotham,Condiments/Sauces/Spices,Spices,8 oz,5.03,3.29
P01351,NoHo Co Cheese 12 pack,NoHo Co,Deli,Cheese,12 pack,5.41,3.35
P01352,GreenLeaf Cheese 2 lb,GreenLeaf,Dairy & Eggs,Cheese,2 lb,3.74,2.32
P01353,Nolita Fresh Tea 32 oz,Nolita Fresh,Beverages,Tea,32 oz,3.27,1.85
P01354,NoHo Co Yeast 12 pack,NoHo Co,Baking,Yeast,12 pack,3.46,2.35
P01355,GreenLeaf Cakes 12 pack,GreenLeaf,Bakery,Cakes,12 pack,3.78,2.78
P01356,Gotham Spirits 1 ct,Gotham,Alcohol,Spirits,1 ct,9.52,6.91
P01357,NoHo Co Rice 16 oz,NoHo Co,Grains and Pasta,Rice,16 oz,1.58,1.03
P01358,Empire Cheese 1 ct,Empire,Dairy & Eggs,Cheese,1 ct,2.77,1.71
P01359,Nolita Fresh Veggies 6 pack,Nolita Fresh,Frozen Foods,Veggies,6 pack,6.37,3.93
P01360,Gotham Chocolate 6 pack,Gotham,Candy,Chocolate,6 pack,1.74,1.08
P01361,Rivertown Soda 1 lb,Rivertown,Beverages,Soda,1 lb,3.16,2.21
P01362,Village Choice Soda 24 oz,Village Choice,Beverages,Soda,24 oz,3.05,1.74
P01363,Harbor View Cheese 6 pack,Harbor View,Deli,Cheese,6 pack,5.23,3.66
P01364,Mancino Cat Food 8 oz,Mancino,Pet Food,Cat Food,8 oz,6.54,4.62
P01365,Hudson Valley Quinoa 12 pack,Hudson Valley,Grains and Pasta,Quinoa,12 pack,1.81,1.0
P01366,Nolita Fresh Quinoa 32 oz,Nolita Fresh,Grains and Pasta,Quinoa,32 oz,3.08,2.44
P01367,Harbor View Veggies 2 lb,Harbor View,Frozen Foods,Veggies,2 lb,7.96,5.78
P01368,NoHo Co Chocolate 32 oz,NoHo Co,Candy,Chocolate,32 oz,1.88,1.32
P01369,NoHo Co Mustard 2 lb,NoHo Co,Condiments/Sauces/Spices,Mustard,2 lb,2.64,1.85
P01370,Parkside Hard Candy 6 pack,Parkside,Candy,Hard Candy,6 pack,1.99,1.53
P01371,Mancino Treats 12 pack,Mancino,Pet Food,Treats,12 pack,8.03,4.82
P01372,Parkside Dog Food 16 oz,Parkside,Pet Food,Dog Food,16 oz,7.62,5.31
P01373,NoHo Co Soda 32 oz,NoHo Co,Beverages,Soda,32 oz,3.9,2.54
P01374,Empire Juice 16 oz,Empire,Beverages,Juice,16 oz,4.02,2.23
P01375,Village Choice Chocolate 24 oz,Village Choice,Candy,Chocolate,24 oz,1.7,1.13
P01376,Nolita Fresh Hot Sauce 12 oz,Nolita Fresh,Condiments/Sauces/Spices,Hot Sauce,12 oz,3.98,3.14
P01377,Parkside Butter 24 oz,Parkside,Dairy & Eggs,Butter,24 oz,4.64,2.77
P01378,Village Choice Veggies 2 lb,Village Choice,Frozen Foods,Veggies,2 lb,5.98,4.29
P01379,Mancino Beer 16 oz,Mancino,Alcohol,Beer,16 oz,11.93,6.84
P01380,Empire Veggies 12 pack,Empire,Frozen Foods,Veggies,12 pack,6.22,4.58
P01381,Empire Spirits 8 oz,Empire,Alcohol,Spirits,8 oz,11.61,7.14
P01382,Empire Baking Mix 12 pack,Empire,Baking,Baking Mix,12 pack,4.3,2.83
P01383,Chelsea Star Spices 8 oz,Chelsea Star,Condiments/Sauces/Spices,Spices,8 oz,5.42,3.85
P01384,Nolita Fresh Treats 32 oz,Nolita Fresh,Pet Food,Treats,32 oz,9.89,6.04
P01385,Parkside Bagels 1 ct,Parkside,Bakery,Bagels,1 ct,3.53,2.12
P01386,Empire Butter 24 oz,Empire,Dairy & Eggs,Butter,24 oz,3.74,2.88
P01387,Chelsea Star Popcorn 16 oz,Chelsea Star,Snacks/Cookies/Chips,Popcorn,16 oz,2.47,1.53
P01388,Chelsea Star Wraps 12 pack,Chelsea Star,Prepared Meals,Wraps,12 pack,6.73,4.12
P01389,Nolita Fresh Oatmeal 1 lb,Nolita Fresh,Breakfast & Cereal,Oatmeal,1 lb,4.43,3.25
P01390,Chelsea Star Cat Food 1 ct,Chelsea Star,Pet Food,Cat Food,1 ct,5.85,4.1
P01391,Harbor View Bagels 2 lb,Harbor View,Bakery,Bagels,2 lb,3.46,2.73
P01392,Mancino Flour 24 oz,Mancino,Baking,Flour,24 oz,3.72,2.83
P01393,Village Choice Prepared 2 lb,Village Choice,Deli,Prepared,2 lb,6.8,5.33
P01394,Chelsea Star Crackers 12 oz,Chelsea Star,Snacks/Cookies/Chips,Crackers,12 oz,3.38,2.32
P01395,Chelsea Star Yeast 1 ct,Chelsea Star,Baking,Yeast,1 ct,3.95,2.91
P01396,NoHo Co Spirits 12 oz,NoHo Co,Alcohol,Spirits,12 oz,8.81,6.47
P01397,Village Choice Cakes 16 oz,Village Choice,Bakery,Cakes,16 oz,3.31,2.13
P01398,NoHo Co Treats 8 oz,NoHo Co,Pet Food,Treats,8 oz,7.07,5.52
P01399,Village Choice Treats 2 lb,Village Choice,Pet Food,Treats,2 lb,9.15,5.65
P01400,GreenLeaf Cheese 8 oz,GreenLeaf,Deli,Cheese,8 oz,10.83,6.95
P01401,Harbor View Shrimp 24 oz,Harbor View,Meat and Seafood,Shrimp,24 oz,9.71,7.25
P01402,Harbor View Soups 1 lb,Harbor View,Prepared Meals,Soups,1 lb,9.58,6.36
P01403,Harbor View Pizza 16 oz,Harbor View,Frozen Foods,Pizza,16 oz,4.65,3.38
P01404,Gotham Bars 12 oz,Gotham,Breakfast & Cereal,Bars,12 oz,5.35,3.51
P01405,Rivertown Bars 24 oz,Rivertown,Breakfast & Cereal,Bars,24 oz,7.41,5.81
P01406,Nolita Fresh Spirits 8 oz,Nolita Fresh,Alcohol,Spirits,8 oz,9.91,5.61
P01407,NoHo Co Pizza 8 oz,NoHo Co,Frozen Foods,Pizza,8 oz,5.67,3.75
P01408,Nolita Fresh Mustard 1 lb,Nolita Fresh,Condiments/Sauces/Spices,Mustard,1 lb,4.34,2.41
P01409,Hudson Valley Hot Sauce 16 oz,Hudson Valley,Condiments/Sauces/Spices,Hot Sauce,16 oz,3.52,1.99
P01410,Rivertown Spices 32 oz,Rivertown,Condiments/Sauces/Spices,Spices,32 oz,2.17,1.46
P01411,Harbor View Nuts 1 ct,Harbor View,Snacks/Cookies/Chips,Nuts,1 ct,2.65,1.89
P01412,Village Choice Hard Candy 2 lb,Village Choice,Candy,Hard Candy,2 lb,3.59,2.21
P01413,Harbor View Wraps 12 pack,Harbor View,Prepared Meals,Wraps,12 pack,7.46,4.23
P01414,Empire Soups 1 lb,Empire,Prepared Meals,Soups,1 lb,7.46,4.45
P01415,Parkside Prepared 32 oz,Parkside,Deli,Prepared,32 oz,7.31,5.51
P01416,Nolita Fresh Granola 2 lb,Nolita Fresh,Breakfast & Cereal,Granola,2 lb,4.9,3.53
P01417,Village Choice Chicken 12 oz,Village Choice,Meat and Seafood,Chicken,12 oz,8.28,5.2
P01418,Parkside Chicken 16 oz,Parkside,Meat and Seafood,Chicken,16 oz,7.72,4.73
P01419,NoHo Co Bagels 2 lb,NoHo Co,Bakery,Bagels,2 lb,8.36,5.34
P01420,NoHo Co Bowls 1 ct,NoHo Co,Prepared Meals,Bowls,1 ct,10.92,6.97
P01421,Empire Beef 2 lb,Empire,Meat and Seafood,Beef,2 lb,10.15,6.36
P01422,Hudson Valley Pasta 16 oz,Hudson Valley,Grains and Pasta,Pasta,16 oz,2.87,2.23
P01423,Harbor View Eggs 12 oz,Harbor View,Dairy & Eggs,Eggs,12 oz,3.39,2.16
P01424,Gotham Pastries 1 lb,Gotham,Bakery,Pastries,1 lb,4.34,2.94
P01425,Nolita Fresh Bread 2 lb,Nolita Fresh,Bakery,Bread,2 lb,3.78,2.6
P01426,Chelsea Star Cat Food 12 pack,Chelsea Star,Pet Food,Cat Food,12 pack,5.66,3.82
P01427,Empire Cereal 6 pack,Empire,Breakfast & Cereal,Cereal,6 pack,4.93,3.55
P01428,Gotham Milk 12 pack,Gotham,Dairy & Eggs,Milk,12 pack,3.24,2.46
P01429,Mancino Oatmeal 1 ct,Mancino,Breakfast & Cereal,Oatmeal,1 ct,5.0,3.3
P01430,Nolita Fresh Prepared 24 oz,Nolita Fresh,Deli,Prepared,24 oz,6.98,4.9
P01431,Village Choice Veggies 8 oz,Village Choice,Frozen Foods,Veggies,8 oz,7.32,4.35
P01432,Village Choice Gummies 8 oz,Village Choice,Candy,Gummies,8 oz,1.98,1.43
P01433,Rivertown Flour 2 lb,Rivertown,Baking,Flour,2 lb,3.15,1.86
P01434,Harbor View Mints 1 ct,Harbor View,Candy,Mints,1 ct,2.32,1.28
P01435,Mancino Tea 12 oz,Mancino,Beverages,Tea,12 oz,3.83,2.6
P01436,NoHo Co Dog Food 32 oz,NoHo Co,Pet Food,Dog Food,32 oz,8.81,5.2
P01437,Chelsea Star Shrimp 1 lb,Chelsea Star,Meat and Seafood,Shrimp,1 lb,7.54,4.35
P01438,Gotham Hard Candy 1 ct,Gotham,Candy,Hard Candy,1 ct,1.83,1.11
P01439,Harbor View Energy Drinks 1 ct,Harbor View,Beverages,Energy Drinks,1 ct,5.5,3.36
P01440,Empire Wine 2 lb,Empire,Alcohol,Wine,2 lb,13.37,7.55
P01441,NoHo Co Cold Cuts 12 oz,NoHo Co,Deli,Cold Cuts,12 oz,4.25,2.57
P01442,GreenLeaf Cheese 12 oz,GreenLeaf,Deli,Cheese,12 oz,5.21,4.12
P01443,NoHo Co Bowls 1 ct,NoHo Co,Prepared Meals,Bowls,1 ct,10.33,6.76
P01444,Harbor View Bars 1 ct,Harbor View,Breakfast & Cereal,Bars,1 ct,7.59,4.99
P01445,GreenLeaf Cheese 6 pack,GreenLeaf,Dairy & Eggs,Cheese,6 pack,5.59,4.06
P01446,Chelsea Star Noodles 8 oz,Chelsea Star,Grains and Pasta,Noodles,8 oz,2.76,1.64
P01447,Rivertown Milk 12 oz,Rivertown,Dairy & Eggs,Milk,12 oz,1.81,1.39
P01448,Village Choice Mustard 24 oz,Village Choice,Condiments/Sauces/Spices,Mustard,24 oz,3.5,2.48
P01449,Harbor View Bowls 1 lb,Harbor View,Prepared Meals,Bowls,1 lb,6.21,4.36
P01450,Mancino Prepared 32 oz,Mancino,Deli,Prepared,32 oz,6.13,3.55
P01451,Hudson Valley Water 2 lb,Hudson Valley,Beverages,Water,2 lb,2.4,1.74
P01452,Hudson Valley Quinoa 12 pack,Hudson Valley,Grains and Pasta,Quinoa,12 pack,2.26,1.36
P01453,Parkside Dog Food 1 lb,Parkside,Pet Food,Dog Food,1 lb,8.68,5.22
P01454,Chelsea Star Gummies 32 oz,Chelsea Star,Candy,Gummies,32 oz,2.36,1.6
P01455,Parkside Sugar 24 oz,Parkside,Baking,Sugar,24 oz,3.25,2.43
P01456,Gotham Coffee 32 oz,Gotham,Beverages,Coffee,32 oz,2.96,1.68
P01457,Gotham Juice 24 oz,Gotham,Beverages,Juice,24 oz,5.78,4.09
P01458,GreenLeaf Nuts 16 oz,GreenLeaf,Snacks/Cookies/Chips,Nuts,16 oz,2.27,1.64
P01459,Hudson Valley Salads 12 oz,Hudson Valley,Prepared Meals,Salads,12 oz,8.58,6.51
P01460,Chelsea Star Noodles 8 oz,Chelsea Star,Grains and Pasta,Noodles,8 oz,3.88,2.93
P01461,Parkside Salads 1 lb,Parkside,Prepared Meals,Salads,1 lb,7.89,5.0
P01462,Parkside Ice Cream 1 ct,Parkside,Frozen Foods,Ice Cream,1 ct,8.83,6.6
P01463,Parkside Cookies 16 oz,Parkside,Snacks/Cookies/Chips,Cookies,16 oz,2.16,1.65
P01464,Harbor View Bowls 24 oz,Harbor View,Prepared Meals,Bowls,24 oz,7.6,5.86
P01465,Mancino Wraps 12 pack,Mancino,Prepared Meals,Wraps,12 pack,6.55,4.24
P01466,Parkside Soups 12 pack,Parkside,Prepared Meals,Soups,12 pack,7.87,5.91
P01467,GreenLeaf Spirits 2 lb,GreenLeaf,Alcohol,Spirits,2 lb,11.87,6.73
P01468,Parkside Crackers 12 oz,Parkside,Snacks/Cookies/Chips,Crackers,12 oz,3.04,2.34
P01469,Parkside Shrimp 1 lb,Parkside,Meat and Seafood,Shrimp,1 lb,11.13,8.82
P01470,Mancino Beef 24 oz,Mancino,Meat and Seafood,Beef,24 oz,5.13,2.91
P01471,Hudson Valley Spices 1 lb,Hudson Valley,Condiments/Sauces/Spices,Spices,1 lb,3.01,1.94
P01472,Empire Hard Candy 12 pack,Empire,Candy,Hard Candy,12 pack,2.64,1.98
P01473,Rivertown Oatmeal 6 pack,Rivertown,Breakfast & Cereal,Oatmeal,6 pack,2.81,1.7
P01474,GreenLeaf Ice Cream 16 oz,GreenLeaf,Frozen Foods,Ice Cream,16 oz,7.59,4.84
P01475,Gotham Butter 2 lb,Gotham,Dairy & Eggs,Butter,2 lb,2.99,1.92
P01476,GreenLeaf Pork 2 lb,GreenLeaf,Meat and Seafood,Pork,2 lb,8.59,5.72
P01477,Empire Bars 1 ct,Empire,Breakfast & Cereal,Bars,1 ct,5.63,4.09
P01478,Hudson Valley Sugar 32 oz,Hudson Valley,Baking,Sugar,32 oz,4.81,2.66
P01479,NoHo Co Wraps 2 lb,NoHo Co,Prepared Meals,Wraps,2 lb,9.42,6.32
P01480,Gotham Popcorn 16 oz,Gotham,Snacks/Cookies/Chips,Popcorn,16 oz,2.26,1.25
P01481,Parkside Wraps 8 oz,Parkside,Prepared Meals,Wraps,8 oz,9.29,6.38
P01482,Parkside Yeast 16 oz,Parkside,Baking,Yeast,16 oz,4.14,2.35
P01483,NoHo Co Treats 12 pack,NoHo Co,Pet Food,Treats,12 pack,7.85,5.85
P01484,Parkside Pork 32 oz,Parkside,Meat and Seafood,Pork,32 oz,12.95,9.56
P01485,Harbor View Cereal 12 oz,Harbor View,Breakfast & Cereal,Cereal,12 oz,4.6,2.69
P01486,Mancino Chicken 24 oz,Mancino,Meat and Seafood,Chicken,24 oz,12.81,9.19
P01487,Parkside Cookies 12 oz,Parkside,Snacks/Cookies/Chips,Cookies,12 oz,4.26,2.52
P01488,Rivertown Yogurt 1 lb,Rivertown,Dairy & Eggs,Yogurt,1 lb,4.17,2.5
P01489,GreenLeaf Hard Candy 8 oz,GreenLeaf,Candy,Hard Candy,8 oz,2.69,2.09
P01490,GreenLeaf Ketchup 1 ct,GreenLeaf,Condiments/Sauces/Spices,Ketchup,1 ct,3.93,2.91
P01491,Chelsea Star Tea 12 pack,Chelsea Star,Beverages,Tea,12 pack,4.59,3.54
P01492,GreenLeaf Baking Mix 1 lb,GreenLeaf,Baking,Baking Mix,1 lb,4.58,3.18
P01493,Nolita Fresh Noodles 6 pack,Nolita Fresh,Grains and Pasta,Noodles,6 pack,1.93,1.29
P01494,Harbor View Dog Food 1 ct,Harbor View,Pet Food,Dog Food,1 ct,7.73,5.64
P01495,Village Choice Bars 16 oz,Village Choice,Breakfast & Cereal,Bars,16 oz,3.64,2.29
P01496,Village Choice Crackers 1 lb,Village Choice,Snacks/Cookies/Chips,Crackers,1 lb,2.55,1.56
P01497,Chelsea Star Spices 2 lb,Chelsea Star,Condiments/Sauces/Spices,Spices,2 lb,3.19,2.48
P01498,Hudson Valley Chips 16 oz,Hudson Valley,Snacks/Cookies/Chips,Chips,16 oz,2.11,1.43
P01499,GreenLeaf Gummies 1 lb,GreenLeaf,Candy,Gummies,1 lb,1.99,1.5
P01500,Nolita Fresh Quinoa 32 oz,Nolita Fresh,Grains and Pasta,Quinoa,32 oz,3.66,2.62
