transaction_id,line_number,product_id,category,unit_cost,unit_price,promo_price,qty,line_subtotal,line_discount,line_total,promo_id,promo_type,__line_total_std,__line_subtotal_std,__line_discount_std,__tid_num
T00011306,4,P00516,Dairy & Eggs,3.54,4.62,,1,4.62,-0.01,4.63,,,4.63,4.62,-0.01,11306.0
T00011306,5,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,-0.01,3.05,,,3.05,3.04,-0.01,11306.0
T00011306,6,P00371,Alcohol,6.38,9.32,,1,9.32,-0.02,9.34,,,9.34,9.32,-0.02,11306.0
T00011307,1,P00878,Beverages,1.52,1.93,,2,3.86,0.02,3.84,,,3.84,3.86,0.02,11307.0
T00011307,2,P00025,Beverages,2.07,3.61,,1,3.61,0.02,3.59,,,3.59,3.61,0.02,11307.0
T00011307,3,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,0.02,4.02,,,4.02,4.04,0.02,11307.0
T00011307,4,P00591,Beverages,2.64,4.63,,1,4.63,0.03,4.6,,,4.6,4.63,0.03,11307.0
T00011307,5,P00047,Dairy & Eggs,2.25,3.58,,3,10.74,0.06,10.68,,,10.68,10.74,0.06,11307.0
T00011308,1,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,0.0,2.35,,,2.35,2.35,0.0,11308.0
T00011308,2,P01362,Beverages,1.74,3.05,,1,3.05,-0.01,3.06,,,3.06,3.05,-0.01,11308.0
T00011308,3,P00514,Pet Food,8.55,11.11,,3,33.33,-0.06,33.39,,,33.39,33.33,-0.06,11308.0
T00011309,1,P00176,Frozen Foods,5.82,8.04,,1,8.04,-0.01,8.05,,,8.05,8.04,-0.01,11309.0
T00011310,1,P01237,Prepared Meals,2.58,4.6,,1,4.6,-0.01,4.61,,,4.61,4.6,-0.01,11310.0
T00011310,2,P00388,Snacks/Cookies/Chips,1.48,2.62,,1,2.62,0.0,2.62,,,2.62,2.62,0.0,11310.0
T00011311,1,P00018,Snacks/Cookies/Chips,1.84,2.79,,1,2.79,0.02,2.77,,,2.77,2.79,0.02,11311.0
T00011311,2,P00219,Bakery,2.84,4.02,,1,4.02,0.02,4.0,,,4.0,4.02,0.02,11311.0
T00011311,3,P01496,Snacks/Cookies/Chips,1.56,2.55,,1,2.55,0.02,2.53,,,2.53,2.55,0.02,11311.0
T00011312,1,P01217,Alcohol,8.61,11.69,,2,23.38,-0.04,23.42,,,23.42,23.38,-0.04,11312.0
T00011312,2,P01316,Alcohol,10.02,13.33,10.97,1,13.33,2.34,10.99,PR00019,AMOUNT_OFF,10.99,13.33,2.34,11312.0
T00011313,1,P00099,Frozen Foods,3.21,5.09,,1,5.09,-0.01,5.1,,,5.1,5.09,-0.01,11313.0
T00011313,2,P00122,Snacks/Cookies/Chips,2.49,3.12,,1,3.12,-0.01,3.13,,,3.13,3.12,-0.01,11313.0
T00011313,3,P00488,Alcohol,8.02,13.2,,1,13.2,-0.02,13.22,,,13.22,13.2,-0.02,11313.0
T00011313,4,P01236,Snacks/Cookies/Chips,1.82,2.74,,2,5.48,-0.01,5.49,,,5.49,5.48,-0.01,11313.0
T00011314,1,P01219,Deli,4.77,6.03,,3,18.09,-0.07,18.16,,,18.16,18.09,-0.07,11314.0
T00011314,2,P01415,Deli,5.51,7.31,,2,14.62,-0.06,14.68,,,14.68,14.62,-0.06,11314.0
T00011314,3,P00587,Alcohol,9.53,15.01,,1,15.01,-0.06,15.07,,,15.07,15.01,-0.06,11314.0
T00011314,4,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,-0.01,2.36,,,2.36,2.35,-0.01,11314.0
T00011315,1,P00659,Grains and Pasta,2.53,3.37,,1,3.37,-0.01,3.38,,,3.38,3.37,-0.01,11315.0
T00011316,1,P01488,Dairy & Eggs,2.5,4.17,,3,12.51,-0.02,12.53,,,12.53,12.51,-0.02,11316.0
T00011316,2,P00291,Alcohol,8.52,12.23,,1,12.23,-0.02,12.25,,,12.25,12.23,-0.02,11316.0
T00011316,3,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,0.0,2.35,,,2.35,2.35,0.0,11316.0
T00011316,4,P00123,Grains and Pasta,1.95,2.54,,1,2.54,0.0,2.54,,,2.54,2.54,0.0,11316.0
T00011317,1,P01161,Prepared Meals,3.58,6.51,,2,13.02,0.08,12.94,,,12.94,13.02,0.08,11317.0
T00011317,2,P00281,Dairy & Eggs,2.74,4.04,,2,8.08,0.05,8.03,,,8.03,8.08,0.05,11317.0
T00011317,3,P01320,Snacks/Cookies/Chips,2.51,3.64,,1,3.64,0.02,3.62,,,3.62,3.64,0.02,11317.0
T00011317,4,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,0.02,4.0,,,4.0,4.02,0.02,11317.0
T00011317,5,P00095,Beverages,1.78,3.23,,1,3.23,0.02,3.21,,,3.21,3.23,0.02,11317.0
T00011318,1,P00271,Prepared Meals,7.32,13.07,,1,13.07,0.08,12.99,,,12.99,13.07,0.08,11318.0
T00011319,1,P00775,Breakfast & Cereal,3.82,5.15,,1,5.15,-0.02,5.17,,,5.17,5.15,-0.02,11319.0
T00011319,2,P00750,Frozen Foods,4.9,6.49,,1,6.49,-0.02,6.51,,,6.51,6.49,-0.02,11319.0
T00011319,3,P00693,Prepared Meals,6.23,8.25,,1,8.25,-0.03,8.28,,,8.28,8.25,-0.03,11319.0
T00011319,4,P01409,Condiments/Sauces/Spices,1.99,3.52,,1,3.52,-0.01,3.53,,,3.53,3.52,-0.01,11319.0
T00011319,5,P00462,Beverages,2.71,3.56,,1,3.56,-0.01,3.57,,,3.57,3.56,-0.01,11319.0
T00011320,1,P00911,Grains and Pasta,1.13,1.91,,1,1.91,0.0,1.91,,,1.91,1.91,0.0,11320.0
T00011320,2,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,11320.0
T00011320,3,P00814,Frozen Foods,5.74,8.2,,1,8.2,0.02,8.18,,,8.18,8.2,0.02,11320.0
T00011321,1,P01260,Frozen Foods,3.8,6.11,,1,6.11,0.04,6.07,,,6.07,6.11,0.04,11321.0
T00011321,2,P01082,Baking,4.05,5.22,,1,5.22,0.03,5.19,,,5.19,5.22,0.03,11321.0
T00011322,1,P00611,Alcohol,12.73,17.36,,1,17.36,0.04,17.32,,,17.32,17.36,0.04,11322.0
T00011322,2,P00724,Breakfast & Cereal,3.32,4.59,4.09,1,4.59,0.51,4.08,PR00145,PERCENT_OFF,4.08,4.59,0.51,11322.0
T00011322,3,P00131,Alcohol,11.77,15.23,,1,15.23,0.03,15.2,,,15.2,15.23,0.03,11322.0
T00011322,4,P01498,Snacks/Cookies/Chips,1.43,2.11,,1,2.11,0.0,2.11,,,2.11,2.11,0.0,11322.0
T00011323,1,P00283,Snacks/Cookies/Chips,1.99,2.91,,1,2.91,-0.01,2.92,,,2.92,2.91,-0.01,11323.0
T00011323,2,P00174,Condiments/Sauces/Spices,1.89,3.0,,1,3.0,-0.01,3.01,,,3.01,3.0,-0.01,11323.0
T00011323,3,P01251,Pet Food,3.81,5.51,,1,5.51,-0.02,5.53,,,5.53,5.51,-0.02,11323.0
T00011323,4,P00069,Meat and Seafood,5.14,9.14,,1,9.14,-0.03,9.17,,,9.17,9.14,-0.03,11323.0
T00011324,1,P01086,Condiments/Sauces/Spices,2.48,3.91,,1,3.91,-0.01,3.92,,,3.92,3.91,-0.01,11324.0
T00011324,2,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,-0.02,4.66,,,4.66,4.64,-0.02,11324.0
T00011324,3,P00954,Snacks/Cookies/Chips,1.77,2.98,,3,8.94,-0.03,8.97,,,8.97,8.94,-0.03,11324.0
T00011324,4,P00918,Frozen Foods,6.85,9.17,7.64,1,9.17,1.5,7.67,PR00075,BOGO,7.67,9.17,1.5,11324.0
T00011325,1,P00043,Snacks/Cookies/Chips,2.43,3.28,,2,6.56,-0.01,6.57,,,6.57,6.56,-0.01,11325.0
T00011325,2,P00524,Condiments/Sauces/Spices,2.15,3.17,,1,3.17,-0.01,3.18,,,3.18,3.17,-0.01,11325.0
T00011325,3,P00536,Deli,3.55,5.04,,1,5.04,-0.01,5.05,,,5.05,5.04,-0.01,11325.0
T00011326,1,P00986,Meat and Seafood,7.33,11.81,,1,11.81,-0.05,11.86,,,11.86,11.81,-0.05,11326.0
T00011326,2,P00574,Prepared Meals,4.35,5.99,,1,5.99,-0.02,6.01,,,6.01,5.99,-0.02,11326.0
T00011326,3,P00604,Meat and Seafood,8.57,13.34,,3,40.02,-0.15,40.17,,,40.17,40.02,-0.15,11326.0
T00011326,4,P00371,Alcohol,6.38,9.32,,1,9.32,-0.04,9.36,,,9.36,9.32,-0.04,11326.0
T00011326,5,P00637,Dairy & Eggs,2.64,4.2,,1,4.2,-0.02,4.22,,,4.22,4.2,-0.02,11326.0
T00011327,1,P00690,Condiments/Sauces/Spices,2.62,3.91,,1,3.91,-0.01,3.92,,,3.92,3.91,-0.01,11327.0
T00011327,2,P00724,Breakfast & Cereal,3.32,4.59,,1,4.59,-0.02,4.61,,,4.61,4.59,-0.02,11327.0
T00011327,3,P01394,Snacks/Cookies/Chips,2.32,3.38,,1,3.38,-0.01,3.39,,,3.39,3.38,-0.01,11327.0
T00011327,4,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.02,4.16,,,4.16,4.14,-0.02,11327.0
T00011328,1,P00967,Snacks/Cookies/Chips,2.7,3.73,,1,3.73,0.01,3.72,,,3.72,3.73,0.01,11328.0
T00011328,2,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,11328.0
T00011328,3,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,0.01,3.03,,,3.03,3.04,0.01,11328.0
T00011329,1,P00699,Breakfast & Cereal,3.0,4.18,,1,4.18,-0.01,4.19,,,4.19,4.18,-0.01,11329.0
T00011329,2,P00665,Prepared Meals,7.71,11.92,,1,11.92,-0.02,11.94,,,11.94,11.92,-0.02,11329.0
T00011329,3,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,11329.0
T00011329,4,P00917,Snacks/Cookies/Chips,1.62,2.87,,2,5.74,-0.01,5.75,,,5.75,5.74,-0.01,11329.0
T00011329,5,P00148,Dairy & Eggs,2.58,4.35,,1,4.35,-0.01,4.36,,,4.36,4.35,-0.01,11329.0
T00011330,1,P00658,Dairy & Eggs,2.55,3.92,,1,3.92,-0.01,3.93,,,3.93,3.92,-0.01,11330.0
T00011331,1,P00203,Snacks/Cookies/Chips,1.53,2.67,,3,8.01,0.05,7.96,,,7.96,8.01,0.05,11331.0
T00011331,2,P01242,Dairy & Eggs,2.43,4.05,,1,4.05,0.02,4.03,,,4.03,4.05,0.02,11331.0
T00011331,3,P00462,Beverages,2.71,3.56,2.92,2,7.12,1.31,5.81,PR00215,PERCENT_OFF,5.81,7.12,1.31,11331.0
T00011332,1,P01322,Prepared Meals,5.59,9.46,4.73,1,9.46,4.74,4.72,PR00209,BOGO,4.72,9.46,4.74,11332.0
T00011333,1,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.01,4.15,,,4.15,4.14,-0.01,11333.0
T00011333,2,P00438,Breakfast & Cereal,3.92,5.86,,1,5.86,-0.01,5.87,,,5.87,5.86,-0.01,11333.0
T00011333,3,P00985,Snacks/Cookies/Chips,1.79,2.37,,1,2.37,0.0,2.37,,,2.37,2.37,0.0,11333.0
T00011334,1,P00735,Meat and Seafood,6.0,10.74,,1,10.74,-0.02,10.76,,,10.76,10.74,-0.02,11334.0
T00011334,2,P00378,Snacks/Cookies/Chips,1.9,2.96,,1,2.96,-0.01,2.97,,,2.97,2.96,-0.01,11334.0
T00011334,3,P00405,Dairy & Eggs,2.25,4.06,,1,4.06,-0.01,4.07,,,4.07,4.06,-0.01,11334.0
T00011335,1,P00550,Deli,3.29,5.05,,1,5.05,-0.02,5.07,,,5.07,5.05,-0.02,11335.0
T00011335,2,P00344,Alcohol,7.14,9.7,,1,9.7,-0.04,9.74,,,9.74,9.7,-0.04,11335.0
T00011336,1,P00101,Bakery,3.64,5.09,,3,15.27,-0.03,15.3,,,15.3,15.27,-0.03,11336.0
T00011336,2,P00671,Snacks/Cookies/Chips,2.6,3.83,,3,11.49,-0.02,11.51,,,11.51,11.49,-0.02,11336.0
T00011336,3,P00651,Candy,1.99,3.3,,1,3.3,-0.01,3.31,,,3.31,3.3,-0.01,11336.0
T00011337,1,P01339,Baking,2.19,3.19,,1,3.19,-0.01,3.2,,,3.2,3.19,-0.01,11337.0
T00011338,1,P00567,Dairy & Eggs,2.19,3.13,,1,3.13,-0.01,3.14,,,3.14,3.13,-0.01,11338.0
T00011338,2,P00637,Dairy & Eggs,2.64,4.2,,1,4.2,-0.01,4.21,,,4.21,4.2,-0.01,11338.0
T00011338,3,P00962,Dairy & Eggs,2.02,3.48,,1,3.48,-0.01,3.49,,,3.49,3.48,-0.01,11338.0
T00011339,1,P00105,Breakfast & Cereal,3.41,4.41,,1,4.41,-0.01,4.42,,,4.42,4.41,-0.01,11339.0
T00011339,2,P00053,Snacks/Cookies/Chips,2.83,3.77,,2,7.54,-0.01,7.55,,,7.55,7.54,-0.01,11339.0
T00011340,1,P01191,Snacks/Cookies/Chips,2.42,3.3,,1,3.3,-0.01,3.31,,,3.31,3.3,-0.01,11340.0
T00011340,2,P00451,Alcohol,7.02,11.78,,1,11.78,-0.04,11.82,,,11.82,11.78,-0.04,11340.0
T00011340,3,P00180,Dairy & Eggs,2.29,3.04,,1,3.04,-0.01,3.05,,,3.05,3.04,-0.01,11340.0
T00011341,1,P00763,Alcohol,6.42,11.38,,1,11.38,-0.02,11.4,,,11.4,11.38,-0.02,11341.0
T00011341,2,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,11341.0
T00011342,1,P00477,Meat and Seafood,5.28,8.05,,1,8.05,-0.01,8.06,,,8.06,8.05,-0.01,11342.0
T00011342,2,P00849,Candy,1.25,2.0,,1,2.0,0.0,2.0,,,2.0,2.0,0.0,11342.0
T00011343,1,P00637,Dairy & Eggs,2.64,4.2,,1,4.2,-0.02,4.22,,,4.22,4.2,-0.02,11343.0
T00011343,2,P00587,Alcohol,9.53,15.01,,1,15.01,-0.06,15.07,,,15.07,15.01,-0.06,11343.0
T00011343,3,P00319,Frozen Foods,4.96,7.42,,1,7.42,-0.03,7.45,,,7.45,7.42,-0.03,11343.0
T00011344,1,P00879,Snacks/Cookies/Chips,2.05,2.67,,1,2.67,0.0,2.67,,,2.67,2.67,0.0,11344.0
T00011344,2,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,0.0,2.35,,,2.35,2.35,0.0,11344.0
T00011344,3,P00455,Bakery,3.02,4.93,,1,4.93,-0.01,4.94,,,4.94,4.93,-0.01,11344.0
T00011344,4,P01207,Dairy & Eggs,2.4,4.14,,1,4.14,-0.01,4.15,,,4.15,4.14,-0.01,11344.0
T00011344,5,P01094,Condiments/Sauces/Spices,2.47,4.22,,1,4.22,-0.01,4.23,,,4.23,4.22,-0.01,11344.0
T00011344,6,P00438,Breakfast & Cereal,3.92,5.86,,1,5.86,-0.01,5.87,,,5.87,5.86,-0.01,11344.0
T00011345,1,P00297,Prepared Meals,3.25,5.64,,1,5.64,-0.01,5.65,,,5.65,5.64,-0.01,11345.0
T00011346,1,P00087,Condiments/Sauces/Spices,1.34,2.34,,1,2.34,0.0,2.34,,,2.34,2.34,0.0,11346.0
T00011347,1,P00499,Bakery,3.37,5.89,,1,5.89,-0.01,5.9,,,5.9,5.89,-0.01,11347.0
T00011348,1,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,11348.0
T00011348,2,P00963,Prepared Meals,4.3,5.96,,1,5.96,-0.01,5.97,,,5.97,5.96,-0.01,11348.0
T00011348,3,P00320,Alcohol,11.24,17.21,,3,51.63,-0.09,51.72,,,51.72,51.63,-0.09,11348.0
T00011348,4,P01026,Prepared Meals,5.34,8.23,,1,8.23,-0.01,8.24,,,8.24,8.23,-0.01,11348.0
T00011349,1,P00802,Candy,1.46,1.96,,1,1.96,-0.01,1.97,,,1.97,1.96,-0.01,11349.0
T00011350,1,P00812,Deli,8.17,10.31,,1,10.31,-0.04,10.35,,,10.35,10.31,-0.04,11350.0
T00011350,2,P00206,Dairy & Eggs,1.94,2.46,,1,2.46,-0.01,2.47,,,2.47,2.46,-0.01,11350.0
T00011350,3,P00802,Candy,1.46,1.96,,1,1.96,-0.01,1.97,,,1.97,1.96,-0.01,11350.0
T00011351,1,P00340,Dairy & Eggs,3.49,4.66,,1,4.66,0.03,4.63,,,4.63,4.66,0.03,11351.0
T00011351,2,P00703,Alcohol,8.49,14.06,,1,14.06,0.08,13.98,,,13.98,14.06,0.08,11351.0
T00011351,3,P01322,Prepared Meals,5.59,9.46,,3,28.38,0.17,28.21,,,28.21,28.38,0.17,11351.0
T00011351,4,P01462,Frozen Foods,6.6,8.83,,1,8.83,0.05,8.78,,,8.78,8.83,0.05,11351.0
T00011351,5,P01099,Alcohol,7.14,10.68,,1,10.68,0.06,10.62,,,10.62,10.68,0.06,11351.0
T00011352,1,P00831,Grains and Pasta,2.08,2.76,,1,2.76,0.02,2.74,,,2.74,2.76,0.02,11352.0
T00011352,2,P00403,Prepared Meals,5.24,7.31,,1,7.31,0.04,7.27,,,7.27,7.31,0.04,11352.0
T00011352,3,P01481,Prepared Meals,6.38,9.29,,1,9.29,0.06,9.23,,,9.23,9.29,0.06,11352.0
T00011352,4,P00800,Baking,2.03,3.67,,1,3.67,0.02,3.65,,,3.65,3.67,0.02,11352.0
T00011353,1,P01260,Frozen Foods,3.8,6.11,,3,18.33,-0.03,18.36,,,18.36,18.33,-0.03,11353.0
T00011353,2,P00006,Deli,5.76,7.27,,1,7.27,-0.01,7.28,,,7.28,7.27,-0.01,11353.0
T00011353,3,P01436,Pet Food,5.2,8.81,,1,8.81,-0.02,8.83,,,8.83,8.81,-0.02,11353.0
T00011354,1,P00854,Candy,0.89,1.61,,1,1.61,-0.01,1.62,,,1.62,1.61,-0.01,11354.0
T00011354,2,P00189,Frozen Foods,5.55,7.05,,1,7.05,-0.03,7.08,,,7.08,7.05,-0.03,11354.0
T00011355,1,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,0.02,2.65,,,2.65,2.67,0.02,11355.0
T00011355,2,P00724,Breakfast & Cereal,3.32,4.59,,1,4.59,0.03,4.56,,,4.56,4.59,0.03,11355.0
T00011355,3,P01383,Condiments/Sauces/Spices,3.85,5.42,,1,5.42,0.03,5.39,,,5.39,5.42,0.03,11355.0
T00011357,1,P00156,Deli,2.91,5.03,,1,5.03,0.03,5.0,,,5.0,5.03,0.03,11357.0
T00011357,2,P01316,Alcohol,10.02,13.33,,3,39.99,0.24,39.75,,,39.75,39.99,0.24,11357.0
T00011359,1,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,-0.02,4.04,,,4.04,4.02,-0.02,11359.0
T00011360,1,P00879,Snacks/Cookies/Chips,2.05,2.67,,2,5.34,-0.01,5.35,,,5.35,5.34,-0.01,11360.0
T00011360,2,P01073,Bakery,2.34,2.94,,1,2.94,-0.01,2.95,,,2.95,2.94,-0.01,11360.0
T00011361,1,P00533,Deli,3.36,5.37,4.78,1,5.37,0.6,4.77,PR00095,PERCENT_OFF,4.77,5.37,0.6,11361.0
T00011362,1,P01088,Pet Food,4.97,7.25,,1,7.25,0.04,7.21,,,7.21,7.25,0.04,11362.0
T00011363,1,P01439,Beverages,3.36,5.5,,2,11.0,0.07,10.93,,,10.93,11.0,0.07,11363.0
T00011364,1,P00109,Deli,4.35,7.02,,1,7.02,-0.01,7.03,,,7.03,7.02,-0.01,11364.0
T00011364,2,P00716,Frozen Foods,4.02,5.36,,1,5.36,-0.01,5.37,,,5.37,5.36,-0.01,11364.0
T00011364,3,P00122,Snacks/Cookies/Chips,2.49,3.12,,1,3.12,-0.01,3.13,,,3.13,3.12,-0.01,11364.0
T00011366,1,P00605,Snacks/Cookies/Chips,2.09,3.17,,1,3.17,-0.01,3.18,,,3.18,3.17,-0.01,11366.0
T00011367,1,P00902,Alcohol,6.06,8.77,,3,26.31,-0.1,26.41,,,26.41,26.31,-0.1,11367.0
T00011367,2,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,-0.01,2.44,,,2.44,2.43,-0.01,11367.0
T00011367,3,P01213,Condiments/Sauces/Spices,2.73,3.66,,3,10.98,-0.04,11.02,,,11.02,10.98,-0.04,11367.0
T00011368,1,P00103,Beverages,1.74,2.82,,1,2.82,0.0,2.82,,,2.82,2.82,0.0,11368.0
T00011368,2,P00371,Alcohol,6.38,9.32,,1,9.32,-0.02,9.34,,,9.34,9.32,-0.02,11368.0
T00011368,3,P01112,Snacks/Cookies/Chips,2.85,4.23,,1,4.23,-0.01,4.24,,,4.24,4.23,-0.01,11368.0
T00011368,4,P00730,Frozen Foods,4.7,6.01,,1,6.01,-0.01,6.02,,,6.02,6.01,-0.01,11368.0
T00011368,5,P00884,Dairy & Eggs,3.99,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,11368.0
T00011369,1,P00378,Snacks/Cookies/Chips,1.9,2.96,,1,2.96,-0.01,2.97,,,2.97,2.96,-0.01,11369.0
T00011369,2,P00975,Beverages,2.05,3.55,,1,3.55,-0.01,3.56,,,3.56,3.55,-0.01,11369.0
T00011369,3,P00080,Baking,2.11,3.56,,1,3.56,-0.01,3.57,,,3.57,3.56,-0.01,11369.0
T00011369,4,P00097,Candy,2.84,3.99,,1,3.99,-0.01,4.0,,,4.0,3.99,-0.01,11369.0
T00011369,5,P00039,Prepared Meals,4.46,7.1,,1,7.1,-0.01,7.11,,,7.11,7.1,-0.01,11369.0
T00011370,1,P00526,Prepared Meals,4.97,8.09,,1,8.09,-0.01,8.1,,,8.1,8.09,-0.01,11370.0
T00011370,2,P00476,Snacks/Cookies/Chips,3.02,4.27,,1,4.27,-0.01,4.28,,,4.28,4.27,-0.01,11370.0
T00011371,1,P01500,Grains and Pasta,2.62,3.66,,1,3.66,-0.01,3.67,,,3.67,3.66,-0.01,11371.0
T00011371,2,P00839,Prepared Meals,4.27,7.73,,1,7.73,-0.03,7.76,,,7.76,7.73,-0.03,11371.0
T00011372,1,P00170,Alcohol,6.05,8.81,,1,8.81,-0.03,8.84,,,8.84,8.81,-0.03,11372.0
T00011375,1,P00212,Grains and Pasta,1.35,2.33,,1,2.33,-0.01,2.34,,,2.34,2.33,-0.01,11375.0
T00011375,2,P01000,Baking,2.88,3.71,,1,3.71,-0.01,3.72,,,3.72,3.71,-0.01,11375.0
T00011375,3,P00974,Frozen Foods,6.66,8.58,,1,8.58,-0.03,8.61,,,8.61,8.58,-0.03,11375.0
T00011376,1,P01316,Alcohol,10.02,13.33,,1,13.33,-0.02,13.35,,,13.35,13.33,-0.02,11376.0
T00011376,2,P00430,Baking,3.2,4.47,,1,4.47,-0.01,4.48,,,4.48,4.47,-0.01,11376.0
T00011376,3,P01245,Dairy & Eggs,2.92,3.67,,1,3.67,-0.01,3.68,,,3.68,3.67,-0.01,11376.0
T00011376,4,P01076,Deli,3.71,6.67,,1,6.67,-0.01,6.68,,,6.68,6.67,-0.01,11376.0
T00011376,5,P01187,Meat and Seafood,7.02,10.51,,3,31.53,-0.06,31.59,,,31.59,31.53,-0.06,11376.0
T00011377,1,P00274,Alcohol,9.88,12.66,,1,12.66,-0.05,12.71,,,12.71,12.66,-0.05,11377.0
T00011378,1,P00055,Meat and Seafood,6.93,9.22,,1,9.22,-0.02,9.24,,,9.24,9.22,-0.02,11378.0
T00011378,2,P01081,Baking,2.04,3.28,,1,3.28,-0.01,3.29,,,3.29,3.28,-0.01,11378.0
T00011378,3,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,-0.01,3.05,,,3.05,3.04,-0.01,11378.0
T00011378,4,P00272,Deli,4.54,6.05,,2,12.1,-0.02,12.12,,,12.12,12.1,-0.02,11378.0
T00011378,5,P00654,Condiments/Sauces/Spices,1.88,2.63,,1,2.63,0.0,2.63,,,2.63,2.63,0.0,11378.0
T00011379,1,P00065,Prepared Meals,6.74,8.53,,1,8.53,-0.02,8.55,,,8.55,8.53,-0.02,11379.0
T00011383,1,P00308,Deli,4.49,7.24,,1,7.24,0.02,7.22,,,7.22,7.24,0.02,11383.0
T00011383,2,P00378,Snacks/Cookies/Chips,1.9,2.96,2.78,1,2.96,0.19,2.77,PR00222,BUNDLE,2.77,2.96,0.19,11383.0
T00011384,1,P01151,Dairy & Eggs,1.15,1.65,,1,1.65,0.0,1.65,,,1.65,1.65,0.0,11384.0
T00011384,2,P00985,Snacks/Cookies/Chips,1.79,2.37,,1,2.37,0.0,2.37,,,2.37,2.37,0.0,11384.0
T00011384,3,P00353,Deli,4.08,6.65,,1,6.65,0.01,6.64,,,6.64,6.65,0.01,11384.0
T00011385,1,P00723,Dairy & Eggs,2.39,4.02,,1,4.02,-0.01,4.03,,,4.03,4.02,-0.01,11385.0
T00011385,2,P00339,Snacks/Cookies/Chips,1.21,2.07,,1,2.07,0.0,2.07,,,2.07,2.07,0.0,11385.0
T00011385,3,P00497,Candy,1.32,2.18,,2,4.36,-0.01,4.37,,,4.37,4.36,-0.01,11385.0
T00011385,4,P00481,Pet Food,3.05,5.45,,1,5.45,-0.01,5.46,,,5.46,5.45,-0.01,11385.0
T00011385,5,P00927,Alcohol,9.77,12.93,,1,12.93,-0.02,12.95,,,12.95,12.93,-0.02,11385.0
T00011386,1,P01386,Dairy & Eggs,2.88,3.74,,1,3.74,-0.01,3.75,,,3.75,3.74,-0.01,11386.0
T00011386,2,P00098,Snacks/Cookies/Chips,2.05,3.38,,3,10.14,-0.02,10.16,,,10.16,10.14,-0.02,11386.0
T00011387,1,P01111,Alcohol,7.01,10.34,,1,10.34,0.06,10.28,,,10.28,10.34,0.06,11387.0
T00011388,1,P00406,Breakfast & Cereal,2.38,4.16,,1,4.16,-0.02,4.18,,,4.18,4.16,-0.02,11388.0
T00011388,2,P01281,Bakery,3.0,4.99,,1,4.99,-0.02,5.01,,,5.01,4.99,-0.02,11388.0
T00011388,3,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,-0.01,3.05,,,3.05,3.04,-0.01,11388.0
T00011389,1,P00183,Alcohol,10.52,13.76,,1,13.76,0.08,13.68,,,13.68,13.76,0.08,11389.0
T00011389,2,P00612,Beverages,2.47,4.24,,2,8.48,0.05,8.43,,,8.43,8.48,0.05,11389.0
T00011389,3,P00436,Dairy & Eggs,1.57,2.46,,1,2.46,0.01,2.45,,,2.45,2.46,0.01,11389.0
T00011391,1,P01278,Prepared Meals,6.74,10.07,,2,20.14,0.04,20.1,,,20.1,20.14,0.04,11391.0
T00011392,1,P00145,Breakfast & Cereal,2.05,3.69,,1,3.69,-0.01,3.7,,,3.7,3.69,-0.01,11392.0
T00011393,1,P00185,Beverages,2.12,3.69,,2,7.38,-0.03,7.41,,,7.41,7.38,-0.03,11393.0
T00011393,2,P00208,Breakfast & Cereal,2.94,4.27,3.89,1,4.27,0.37,3.9,PR00040,BUNDLE,3.9,4.27,0.37,11393.0
T00011393,3,P00087,Condiments/Sauces/Spices,1.34,2.34,,1,2.34,-0.01,2.35,,,2.35,2.34,-0.01,11393.0
T00011393,4,P00196,Grains and Pasta,1.37,2.0,,1,2.0,-0.01,2.01,,,2.01,2.0,-0.01,11393.0
T00011393,5,P01410,Condiments/Sauces/Spices,1.46,2.17,,1,2.17,-0.01,2.18,,,2.18,2.17,-0.01,11393.0
T00011394,1,P00316,Meat and Seafood,5.32,9.11,,1,9.11,-0.02,9.13,,,9.13,9.11,-0.02,11394.0
